Case ID,Title,Pre-conditions,Step #,Step Description,Expected Result
C74058205,NFR - Contention - Copy Mode Switching,"Pre-conditions :
- Device in ready state with latest build
- Feature is ready for testing",1,"Step 1: B/W Copy - 10 number of copies - Letter - Lighter/Darker set to 8 – Normal quality- ADF

Step 2: Color Copy - 4 number of copies - page filled many colors – A4 sized - Photo Paper - Lighter/Darker set to 5 - Best Setting- Flatbed

Step 3: B/W Copy - 24 number of copies - Letter - Lighter/Darker set to 2 – Draft quality- ADF","Step 1 & 2 & 3 jobs could complete successfully.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74058221,NFR - Performance/Speed-PPM,"Pre-conditions :
- Device in ready state with latest build
- Feature is ready for testing",1,"Current Product vs Similar type product(eg. Leo WL vs Lebi WL)
Original: Aliquip Letter 1 page
Sided: Simplex
Type: ADF
Copy Number: 10

Combinations: Color mode, number of copies, quality, Paper size, collate etc","The speed/PPM should meet the definition of derivative spreadsheet.
Record the copy job execution time for two printers, perform three cycle tests for each printer, and record the time for each cycle. Then, take the average value for comparison. Verify current device speed should not be slow too much or faster than predecessor."
C74058221,NFR - Performance/Speed-PPM,,2,"Current Product vs Similar type product(eg. Leo WL vs Lebi WL)
Original: Aliquip Letter 10 pages
Color Type: Duplex (1 -> 2)
Type: ADF
Copy Number: 1

Combinations: Color mode, number of copies, quality, Paper size, collate etc","The speed/PPM should meet the definition of derivative spreadsheet.
Record the copy job execution time for two printers, perform three cycle tests for each printer, and record the time for each cycle. Then, take the average value for comparison. Verify current device speed should not be slow too much or faster than predecessor."
C74058221,NFR - Performance/Speed-PPM,,3,"Current Product vs Similar type product(eg. Leo WL vs Lebi WL)
Original: Aliquip Letter 3 pages
Color Type: Duplex(1->2)
Type: ADF
Copy Settings: Collate & Best Mode
Copy Number: 10

Combinations: Color mode, number of copies, quality, Paper size, collate etc","The speed/PPM should meet the definition of derivative spreadsheet.
Record the copy job execution time for two printers, perform three cycle tests for each printer, and record the time for each cycle. Then, take the average value for comparison. Verify current device speed should not be slow too much or faster than predecessor."
C74058221,NFR - Performance/Speed-PPM,,4,"Current Product vs Similar type product(eg. Leo WL vs Lebi WL)
Original: Aliquip Letter 10 pages
Color Type: Duplex(1 - > 2)
Type: ADF
Copy Settings: 2 Pages/Sheet
Copy Number: 1
Combinations: Color mode, number of copies, quality, Paper size, collate etc","The speed/PPM should meet the definition of derivative spreadsheet.
Record the copy job execution time for two printers, perform three cycle tests for each printer, and record the time for each cycle. Then, take the average value for comparison. Verify current device speed should not be slow too much or faster than predecessor."
C74058221,NFR - Performance/Speed-PPM,,5,"Current Product vs Similar type product(eg. Limo vs Maverick OR Poseidon vs Kronos Refresh)

Original: Fill ADF with Aliquip Letter
Color Type: Duplex (1->2)
Copy Settings: 2 Pages/Sheet & Best Mode
Copy Number: 1","The speed/PPM should meet the definition of derivative spreadsheet.
Record the copy job execution time for two printers, perform three cycle tests for each printer, and record the time for each cycle. Then, take the average value for comparison. Verify current device speed should not be slow too much or faster than predecessor."
C74058221,NFR - Performance/Speed-PPM,,6,"Current Product vs Similar type product(eg. Limo vs Maverick OR Poseidon vs Kronos Refresh)
Original: Aliquip Letter 1 page
Copy Type: Simplex
Type: Flatbed
Copy Number: 1
Combinations: Color mode, number of copies, quality, Paper size, collate etc","The speed/PPM should meet the definition of derivative spreadsheet.
Record the copy job execution time for two printers, perform three cycle tests for each printer, and record the time for each cycle. Then, take the average value for comparison. Verify current device speed should not be slow too much or faster than predecessor."
C74058221,NFR - Performance/Speed-PPM,,7,"Note: Please open glass lid and turn-over original as soon as possible when printer prompts message, and try to keep same speed on anther device.
Original: Aliquip Letter 4 pages
Color Type: Duplex
Copy Settings: 2 Pages/Sheet
Copy Number: 1

Combinations: Color mode, number of copies, quality, Paper size, collate etc","The speed/PPM should meet the definition of derivative spreadsheet.
Record the copy job execution time for two printers, perform three cycle tests for each printer, and record the time for each cycle. Then, take the average value for comparison. Verify current device speed should not be slow too much or faster than predecessor."
C74058221,NFR - Performance/Speed-PPM,,8,"Current Product vs Similar type product(eg. Limo vs Maverick OR Poseidon vs Kronos Refresh)
Original: Aliquip Letter 1 page
Copy Type: Simplex
Type: Flatbed
Copy Settings: Fit to Page

Combinations: Color mode, number of copies, quality, Paper size, collate etc","The speed/PPM should meet the definition of derivative spreadsheet.
Record the copy job execution time for two printers, perform three cycle tests for each printer, and record the time for each cycle. Then, take the average value for comparison. Verify current device speed should not be slow too much or faster than predecessor."
C74058223,NFR - Solution Reliability,"Pre-conditions :
- Device in ready state with latest build
- Feature is ready for testing",1,"Run the case per the table in the description one by one.
Run continuously for 3 hours without interruption. 

Continuous copying from the ADF tray by loading the maximum allowable sheets supported each time till it finishes.

Continuously copying from the scanner flatbed till it finishes.

80% Mono, 20% Color","Continuously copy for 3 hours. The printer should function normally without any abnormal issues such as hang, assert, black screen, white screen, or other errors."
C75171671,NFR - Copy button stress test,"Pre-conditions:
- Device in ready state with latest build
- Feature is ready for testing",1,"Black Copy button stress
Press Copy Black button 5 times before a 1 second delay in button press feedback.",Verify the counter displays correctly and Test completes without errors
C75171671,NFR - Copy button stress test,,2,,
C75171671,NFR - Copy button stress test,,3,"Black Copy button stress
Press Copy Black button untill maxmium number before a 1 second delay in button press feedback.","Verify Once the maximum number is reached the number stops fast blinking and the copy job starts immediately, without the 2 second delay."
C75171671,NFR - Copy button stress test,,4,"Color Copy button stress
Press Copy Color button 5 times before a 1 second delay in button press feedback.",Verify the counter displays correctly and Test completes without errors
C75171671,NFR - Copy button stress test,,5,"Color Copy button stress
Press Copy Color button untill maxmium number before a 1 second delay in button press feedback.","Verify Once the maximum number is reached the number stops fast blinking and the copy job starts immediately, without the 2 second delay."
C75171671,NFR - Copy button stress test,,6,"Color/Black Copy button stress
1. Press Copy Black button 5 times before a 1 second delay in button press feedback.
2. Press the Start Copy Black and Start Copy Color buttons during copy.","Verify the Start Copy Black and Start Copy Color buttons are disabled when copy is progressing.
Verify the counter displays the number of copies remaining until it reaches 0"
C75171671,NFR - Copy button stress test,,7,"Cancel button stress
1. Press Copy Color button 5 times before a 1 second delay in button press feedback.
2. Press the Cancel button before the 1 second latency.",Verify the counter return 0.
C75171671,NFR - Copy button stress test,,8,"Copy button stress
Press Copy Black button 5 times and press Copy Color button 1 time before a 1 second delay in button press feedback.","Verify the output generated is 5 black copies.
(The output generated by a multiple copy job will be based on the first button pressed. )"
C75171671,NFR - Copy button stress test,,9,"Copy button stress
1. Press Copy Black button twice before a 1 second delay in button press feedback.
2. Press Copy Black/Color button more than 1 second delay.",Verify the counter will not increase.
C75239662,NFR - Telemetry,,1,"Step1 : Lifetime Counters Telemetry check
Pre-requisite : 
Register the printer to PIE.
Generate a lifetimeCounterSnapshot event in printer.(duplex copy)

Step2 : Go to below URL and verify the event is generated or not. URL : http:///cdm/eventing/v1/events/lifetimeCounterSnapshot","New event should be generated and displayed in the page.
Sequence Number should start from 1.
Verify the same for all supported events."
C75239662,NFR - Telemetry,,2,"1.Again create a lifetimeCounterSnapshot event (duplex copy or simplex copy from ADF and Glass).
2.Wait for the event to get generated in printer.
3.Verify the sequnce number and event Category
4.Repeat the step for 5 times
5.Verify that all generated events got uploaded to server (using KIBANA url)","event Category should display and Sequence number should increase.
Eg : If earlier it was 1, now it should
increased to 2.
On every repetation the sequence number should increase
All events generated in printer should get uploaded to server."
C75239662,NFR - Telemetry,,3,"Step1 : jobError Telemetry check 
Pre-requisite : 
Register the printer to PIE.

Step 2 : Generate a jobError event in printer.(ADF Jam)
Step 3 : Go to below URL and verify the event is generated or not. URL : http:///cdm/eventing/v1/events/jobError","New event should be generated and displayed in the page.
Sequence Number should start from 1.
Verify the same for all supported events."
C75239662,NFR - Telemetry,,4,"1.Again create a jobError event. (ADF Jam)
2.Wait for the event to get generated in printer.
3.Verify the sequnce number and event Category
4.Repeat the step for 5 times
5.Verify that all generated events got uploaded to server (using KIBANA url)","event Category should displays and Sequence number should increase.
Eg : If earlier it was 1, now it should increased to 2.
On every repetation the sequence number should increase
All events generated in printer should get uploaded to server."
C75239662,NFR - Telemetry,,5,"Pre-requisite : 
Register the printer to PIE.

Step1 : Generate a jobError event in printer.(ADF Mispick)
Step2 : Go to below URL and verify the event is generated or not. URL : http:///cdm/eventing/v1/events/jobError","New event should be generated and displayed in the page.
Sequence Number should start from 1.
Verify the same for all supported events."
C75239662,NFR - Telemetry,,6,"1.Again create a jobError event. (ADF Mispick)
2.Wait for the event to get generated in printer.
3.Verify the sequnce number and event Category
4.Repeat the step for 5 times
5.Verify that all generated events got uploaded to server (using KIBANA url)","event Category should displays and Sequence number should increase.
Eg : If earlier it was 1, now it should increased to 2.
On every repetation the sequence number should increase
All events generated in printer should get uploaded to server."
C75239662,NFR - Telemetry,,7,"Step1 : System Error Telemetry Check
Pre-requisite : 
Register the printer to PIE.

Step2 : Generate a systemError event in printer.(Paper Jam)
Step3 : Go to below URL and verify the event is generated or not. URL : http:///cdm/eventing/v1/events/systemError","New event should be generated and displayed in the page.
Sequence Number should start from 1.
Verify the same for all supported events."
C75239662,NFR - Telemetry,,8,"1.Again create a systemError event. (Paper Jam)
2.Wait for the event to get generated in printer.
3.Verify the sequnce number
4.Repeat the step for 5 times
5.Verify that all generated events got uploaded to server (using KIBANA url)","event Category should displays and Sequence number should increase.
Eg : If earlier it was 1, now it should increased to 2.
On every repetation the sequence number should increase
All events generated in printer should get uploaded to server."
C75524024,Error handing - Rear Door Open,"Pre-conditions :



- Device in ready state with latest build

- Feature is ready for testing",1,"- Press copy button or Copy App to perform a copy job.
- Open the door during copy.
Note: Step applicable for Consumer devices with Rear Door.",For CGD/MDG/2 Line: Rear Door open error displays and button in screen works well.For 7 Segment UI/Class 1: LED status and Sound are displayed correctly.
C75524024,Error handing - Rear Door Open,,2,Close the door.,Rear Door open error disappears.
C75524024,Error handing - Rear Door Open,,3,Check Jam error in cdm 1. Access the cdm link:  IP/cdm/scan/v1/alerts2. Check this error I/O Ref.,Verify this error is consisten with SMS spec.
C75524024,Error handing - Rear Door Open,,4,Check Jam error in EWS 1. Access the EWS page.2. Check this error I/O Ref.,Verify this error is consisten with SMS spec.
C75524126,Navigation - LED panels,"Pre-conditions :

- Device in ready state with latest build
- Feature is ready for testing",1,"1. Start Copy Job.
2. Observe Color/Black copy button LED during copy.
3. Observe Color/Black copy button LED after completion.
Note: Step applicable for Consumer devices with LED panels.","During copy: Color/Black copy button is Off.
After completion: Color/Black copy button returns to idle state. (On or Off) 
Note: Different printer has different UI design, please see copy spec for details."
C75524126,Navigation - LED panels,,2,"1. Start Copy Job.
2. Observe ID copy button LED during copy.
3. Observe ID copy button LED after completion.
Note: Step applicable for Consumer devices with LED panels.","During copy: ID copy button is Off.
After completion: ID copy button returns to idle state. (On or Off) 
Note: Different printer has different UI design, please see copy spec for details."
C75524126,Navigation - LED panels,,3,"1. Start Copy Job.
2. Observe Cancel button LED during copy.
3. Observe Cancel button LED after completion.
Note: Step applicable for Consumer devices with LED panels.","During copy: Cancel is On.
After completion: Cancel is Off."
C75524126,Navigation - LED panels,,4,"1. Start Copy Job.
2. Observe Power button LED during copy.
3. Observe Power button LED after completion.
Note: Step applicable for Consumer devices with LED panels.","During copy: Power LED should fast blink 660ms.
After completion: Power LED on solid."
C75524126,Navigation - LED panels,,5,"1. Start duplex copy or ID card copy job.
2. Observe Open Lid LED",Open Lid LED is On during copy and indicate to open the scan lid.
C75524138,Navigation - LCD panels,"Pre-conditions :

- Device in ready state with latest build
- Feature is ready for testing",1,"Check Number of Copies Icon
1. Long/Short press +/- button to change Number of Copies.
Note: Step applicable for Consumer devices with LCD panels.",No. of copies can set smoothly for each value.
C75524138,Navigation - LCD panels,,2,"Check Copy Reduce/Enlarge Icon (ADF Only)
1. Long/Short press +/- button to change Reduce/Enlarge.
Note: Step applicable for Consumer devices with LCD panels.",Reduce/Enlarge can set smoothly for each value.
C75524138,Navigation - LCD panels,,3,"Check Copy Reduce/Enlarge Icon (ADF Only)
1. Long/Short press +/- button to change Lighter/ Darker.
Note: Step applicable for Consumer devices with LCD panels.",Lighter/ Darker can set smoothly for each value.
C75524138,Navigation - LCD panels,,4,"Check Contrast bars
1. Long/Short press +/- button to change Contrast bars.
Note: Step applicable for Consumer devices with LCD panels.",Contrast bars can set smoothly for each value.
C75524138,Navigation - LCD panels,,5,"Check ID Copy Icons.
1. Press ID copy button.
Note: Step applicable for Consumer devices with LCD panels.",ID Copy Icons displays.
C75524138,Navigation - LCD panels,,6,"Check Media Error icon (flatbed Only)
1. Printer is in idle.
Note: Step applicable for Consumer devices with LCD panels.",Media Error icon displays.
C75524138,Navigation - LCD panels,,7,"Check Document Icon.
1. Paper Type is set to Plain paper when printer is in idle.
Note: Step applicable for Consumer devices with LCD panels.",Document Icon displays.
C75524138,Navigation - LCD panels,,8,"Check Photo Icon.
1. Paper Type is set to Photo paper when printer is in idle.
Note: Step applicable for Consumer devices with LCD panels.",Photo Icon displays.
C75526884,Walk-up Copy- Copy & ID Copy job Timeout,"Pre-conditions :

- Device in ready state with latest build
- Feature is ready for testing",1,"Duplex copy timeout
1. Make sure the Sides is set to 1-2 sided or 2-2 sided.
2. Perform a duplex copy job from Flatbed.
3. After the first side is scanned completed.","For CGD/MGD/2 Line: UI shows ""2 Sided copy screen"" and the string is consistent with copy workflow spec. Button in screen works well.

For 7 Segment UI/Class 1 LCD screen: LED status and Sound are displayed in example below. 
Note: Different printer has different LEDs, please see UX design spec.

Open Lid LED: On
Resume: On"
C75526884,Walk-up Copy- Copy & ID Copy job Timeout,,2,"If user doesn't press Resume button for 1 minutes. 
Note: Different printer has different timeout time, please see UX design spec.",Timeout should happen. Job will get cancelled and it will go back to home screen.
C75526884,Walk-up Copy- Copy & ID Copy job Timeout,,3,"Page Per Sheet timeout
1. Make sure the Page Per Sheet is set to 2.
2. Perform a copy job from Flatbed.
3. After the first side is scanned completed.","For CGD/MGD/2 Line: UI shows ""2 Sided copy screen"" and the string is consistent with copy workflow spec. Button in screen works well."
C75526884,Walk-up Copy- Copy & ID Copy job Timeout,,4,"If user doesn't press Resume button for 1 minutes. 
Note: Different printer has different timeout time, please see UX design spec.",Timeout should happen. Job will get cancelled and it will go back to home screen.
C75526884,Walk-up Copy- Copy & ID Copy job Timeout,,5,"ID copy back side timeout
1. Perform a ID copy job from Flatbed.
2. After the first side is scanned completed.","For CGD/MGD/2 Line: UI shows ""ID Card BackSide screen"" and the string is consistent with copy workflow spec. Button in screen works well.

For 7 Segment UI/Class 1 LCD screen: LED status and Sound are displayed in example below. 
Note: Different printer has different LEDs, please see UX design spec.

Open Lid LED: On
Resume: On"
C75526884,Walk-up Copy- Copy & ID Copy job Timeout,,6,"If user doesn't press Resume button for 1 minutes. 
Note: Different printer has different timeout time, please see UX design spec.",Timeout should happen. Job will get cancelled and it will go back to home screen.
C75563745,Quality & Enhancements - Borderless photo printing,"Pre-conditions :

- Device in ready state with latest build
- Feature is ready for testing",1,"1. Make sure the paper type is set to Photo.
2. Perform a photo copy job from Flatbed.","The photo copy job could do successfully.
Output should be border-less.
LED status, Sound and CGD displays correctly."
C75563745,Quality & Enhancements - Borderless photo printing,,2,"1. Make sure the paper type is set to Matte Photo Paper.
2. Perform a Matte copy job from Flatbed.","The photo copy job could do successfully.
Output should be border-less.
LED status, Sound and CGD displays correctly."
C75563745,Quality & Enhancements - Borderless photo printing,,3,"1. Make sure the paper type is set to Glossy Photo Paper.
2. Perform a Glossy copy job from Flatbed.","The photo copy job could do successfully.
Output should be border-less.
LED status, Sound and CGD displays correctly."
C75563748,NFR - Contention - Concurrent Copy/Scan jobs,"Pre-conditions :

- Device in ready state with latest build
- Feature is ready for testing",1,"1. Perform a copy job from FP.
2. Perfrom a scan job from SW/EWS during copy.","The copy job could perform successfull.
The Scan job cannot perform and pops up an blocked message."
C75563748,NFR - Contention - Concurrent Copy/Scan jobs,,2,"1. Perfrom a scan job from SW/EWS.
2. Perform a copy job from FP during scan.","The scan job could perform successfull.
The copy button is disabled and the copy job cannot perform."
C75563748,NFR - Contention - Concurrent Copy/Scan jobs,,3,"1. Perform a copy job from FP.
2. Access scan app to perfrom a scan job from FP during copy.","The copy job could perform successfull.
The scan button is disabled and the scan job cannot perform."
C75563748,NFR - Contention - Concurrent Copy/Scan jobs,,4,"1. Perform a scan job from FP.
2. Access copy app to perfrom a copy job from FP during scan.","The scan job could perform successfull.
The copy button is disabled and the copy job cannot perform."
C75563754,Combined copy settings tests themed around - Jobber,"Pre-conditions : 
- Device in ready state with latest build 
- Feature is ready for testing",1,"Focuses on speed and reducing the total cost per copy. 

Bulk Document Copy: Automatic Document Feeder (ADF) + 100% + Draft Quality + Grayscale.","Copy job can do successfully.
Output should match the settings.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C75563754,Combined copy settings tests themed around - Jobber,,2,"Focuses on speed and reducing the total cost per copy. 

Ink-Saver Duplex: ADF + 100% + 2-Sided Copying + EconoMode (Save Toner/Ink).","Copy job can do successfully.
Output should match the settings.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C75563754,Combined copy settings tests themed around - Jobber,,3,"Focuses on speed and reducing the total cost per copy. 

Flyer Production: ADF + 200% Enlargement + Plain Paper + Normal Quality.","Copy job can do successfully.
Output should match the settings.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C75563754,Combined copy settings tests themed around - Jobber,,4,"Focuses on speed and reducing the total cost per copy. 

Fast ID Batching: Scanner Glass + ID Copy Mode + 100% + Grayscale.","Copy job can do successfully.
Output should match the settings.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C75563754,Combined copy settings tests themed around - Jobber,,5,"Focuses on speed and reducing the total cost per copy. 

Legal to A4 Conversion: ADF + 91% Reduction + Plain Paper + Draft.","Copy job can do successfully.
Output should match the settings.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C75563754,Combined copy settings tests themed around - Jobber,,6,Check the copy output.,"Verify the output has no black lines, white lines, truncation, ghosting, or overlapping issue."
C75563754,Combined copy settings tests themed around - Jobber,,7,Check the output margin.,"Make sure the margin on each side (top, bottom, left, and right) is controlled within 5mm. Any part exceeding this is considered a defect and should be reported."
C75563755,Combined copy settings tests themed around - Student,"Pre-conditions :
- Device in ready state with latest build
- Feature is ready for testing",1,"Focuses on Prioritizes fitting the maximum amount of information onto the fewest pages. 

 
Cheat Sheet Creator: Scanner Glass + 25%–50% Reduction + Best Quality + Plain Paper.","Copy job can do successfully.
Output should match the settings.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C75563755,Combined copy settings tests themed around - Student,,2,"Focuses on Prioritizes fitting the maximum amount of information onto the fewest pages. 
 
N-up Notes: Scanner Glass + 4-Pages-per-Sheet + Portrait Orientation + Standard Quality.","Copy job can do successfully.
Output should match the settings.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C75563755,Combined copy settings tests themed around - Student,,3,"Focuses on Prioritizes fitting the maximum amount of information onto the fewest pages. 
 
Textbook Archive: Scanner Glass + Book Mode Scan + 75% Reduction + Fit to Page.","Copy job can do successfully.
Output should match the settings.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C75563755,Combined copy settings tests themed around - Student,,4,"Focuses on Prioritizes fitting the maximum amount of information onto the fewest pages. 
 
Diagram Highlight: Scanner Glass + 400% Enlargement + Contrast +2 + Color Mode.","Copy job can do successfully.
Output should match the settings.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C75563755,Combined copy settings tests themed around - Student,,5,"Focuses on Prioritizes fitting the maximum amount of information onto the fewest pages. 
 
Study Guide Duplex: ADF + 2-Sided Copying + 94% (A4 to Letter) + Draft.","Copy job can do successfully.
Output should match the settings.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C75563755,Combined copy settings tests themed around - Student,,6,Check the copy output.,"Verify the output has no black lines, white lines, truncation, ghosting, or overlapping issue."
C75563755,Combined copy settings tests themed around - Student,,7,Check the output margin.,"Make sure the margin on each side (top, bottom, left, and right) is controlled within 5mm. Any part exceeding this is considered a defect and should be reported."
C75564779,Combined copy settings tests themed around - Professional,"Pre-conditions : 
- Device in ready state with latest build 
- Feature is ready for testing",1,"Focuses on document integrity and professional-grade presentation. 

Official Report Copy: ADF + 100% + Best Quality + Text Optimization.","Copy job can do successfully.
Output should match the settings.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C75564779,Combined copy settings tests themed around - Professional,,2,"Focuses on document integrity and professional-grade presentation. 

ID Card Submission: Scanner Glass + 2-Sided ID Copy + 100% + Best Quality.","Copy job can do successfully.
Output should match the settings.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C75564779,Combined copy settings tests themed around - Professional,,3,"Focuses on document integrity and professional-grade presentation. 

Proposal Resize: Scanner Glass + 150% Enlargement + Professional/Business Paper + Max DPI.","Copy job can do successfully.
Output should match the settings.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C75564779,Combined copy settings tests themed around - Professional,,4,"Focuses on document integrity and professional-grade presentation. 

Contract Duplex: ADF + 2-Sided Copying + Automatic Scaling + Black/Mono Only.","Copy job can do successfully.
Output should match the settings.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C75564779,Combined copy settings tests themed around - Professional,,5,"Focuses on document integrity and professional-grade presentation. 

Border Removal: Scanner Glass + Edge-to-Edge + Actual Size + Sharpness +1.","Copy job can do successfully.
Output should match the settings.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C75564779,Combined copy settings tests themed around - Professional,,6,Check the copy output.,"Verify the output has no black lines, white lines, truncation, ghosting, or overlapping issue."
C75564779,Combined copy settings tests themed around - Professional,,7,Check the output margin.,"Make sure the margin on each side (top, bottom, left, and right) is controlled within 5mm. Any part exceeding this is considered a defect and should be reported."
C75564780,Combined copy settings tests themed around - Creative/Hobbyist,"Pre-conditions : 
- Device in ready state with latest build 
- Feature is ready for testing",1,"Focuses on Used for artistic projects and high-resolution archival work. 

Photo Archive: Scanner Glass + 400% Enlargement + Max DPI + Photo Paper.","Copy job can do successfully.
Output should match the settings.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C75564780,Combined copy settings tests themed around - Creative/Hobbyist,,2,"Focuses on Used for artistic projects and high-resolution archival work. 

Sticker/Decal Scaling: Scanner Glass + 50% Reduction + Best Quality + Specialty Paper.","Copy job can do successfully.
Output should match the settings.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C75564780,Combined copy settings tests themed around - Creative/Hobbyist,,3,"Focuses on Used for artistic projects and high-resolution archival work. 

Art Portfolio Copy: Scanner Glass + 100% + Photograph Enhancement + Color Optimized.","Copy job can do successfully.
Output should match the settings.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C75564780,Combined copy settings tests themed around - Creative/Hobbyist,,4,"Focuses on Used for artistic projects and high-resolution archival work. 

Zine Layout: Scanner Glass + Booklet Format + 2-Sided + Mixed Text/Picture.","Copy job can do successfully.
Output should match the settings.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C75564780,Combined copy settings tests themed around - Creative/Hobbyist,,5,"Focuses on Used for artistic projects and high-resolution archival work. 

Detail Zoom: Scanner Glass + Custom 300% + Lighter/Darker Adjustment + High Quality.","Copy job can do successfully.
Output should match the settings.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C75564780,Combined copy settings tests themed around - Creative/Hobbyist,,6,Check the copy output.,"Verify the output has no black lines, white lines, truncation, ghosting, or overlapping issue."
C75564780,Combined copy settings tests themed around - Creative/Hobbyist,,7,Check the output margin.,"Make sure the margin on each side (top, bottom, left, and right) is controlled within 5mm. Any part exceeding this is considered a defect and should be reported."
